national_number,gen,pokemon_name,primary_type,secondary_type,classification,height_m,weight_kg,hp,attack,defense,sp_attack,sp_defense,speed,abilities_0,abilities_1,is_sublegendary,is_legendary,is_mythical,evochain_1,evochain_2,evochain_3,evochain_4,mega_evolution,description,image
115,I,Kangaskhan,normal,,Parent Pokémon,2.2,80,105,95,80,40,80,90,Early Bird,Scrappy,0,0,0,Kangaskhan,,,,Mega Kangaskhan,"Although it’s carrying its baby in a pouch on its belly, Kangaskhan is swift on its feet. It intimidates its opponents with quick jabs.",
116,I,Horsea,water,,Dragon Pokémon,0.4,8,30,40,70,70,25,60,Swift Swim,Sniper,0,0,0,Horsea,Seadra,Kingdra,,,"Horsea makes its home in oceans with gentle currents. If this Pokémon is under attack, it spits out pitch-black ink and escapes.",
117,I,Seadra,water,,Dragon Pokémon,1.2,25,55,65,95,95,45,85,Poison Point,Sniper,0,0,0,Horsea,Seadra,Kingdra,,,"It’s the males that raise the offspring. While Seadra are raising young, the spines on their backs secrete thicker and stronger poison.",
118,I,Goldeen,water,,Goldfish Pokémon,0.6,15,45,67,60,35,50,63,Swift Swim,Water Veil,0,0,0,Goldeen,Seaking,,,,"Its dorsal, pectoral, and tail fins wave elegantly in water. That is why it is known as the Water Dancer.",
119,I,Seaking,water,,Goldfish Pokémon,1.3,39,80,92,65,65,80,68,Swift Swim,Water Veil,0,0,0,Goldeen,Seaking,,,,"In autumn, its body becomes more fatty in preparing to propose to a mate. It takes on beautiful colors.",
120,I,Staryu,water,,Starshape Pokémon,0.8,34.5,30,45,55,70,55,85,Illuminate,Natural Cure,0,0,0,Staryu,Starmie,,,,"If you visit a beach at the end of summer, you’ll be able to see groups of Staryu lighting up in a steady rhythm.",
121,I,Starmie,water,psychic,Mysterious Pokémon,1.1,80,60,75,85,100,85,115,Illuminate,Natural Cure,0,0,0,Staryu,Starmie,,,,This Pokémon has an organ known as its core. The organ glows in seven colors when Starmie is unleashing its potent psychic powers.,
122,I,Mr. Mime,psychic,fairy,Barrier Pokémon,1.3,54.5,40,45,65,100,120,90,Soundproof,Filter,0,0,0,Mimejr.,Mr.mime,,,,The broadness of its hands may be no coincidence—many scientists believe its palms became enlarged specifically for pantomiming.,
123,I,Scyther,bug,flying,Mantis Pokémon,1.5,56,70,110,80,55,80,105,Swarm,Technician,0,0,0,Scyther,Scizor,,,,"As Scyther fights more and more battles, its scythes become sharper and sharper. With a single slice, Scyther can fell a massive tree.",
124,I,Jynx,ice,psychic,Humanshape Pokémon,1.4,40.6,65,50,35,115,95,95,Oblivious,Forewarn,0,0,0,Smoochum,Jynx,,,,"In certain parts of Galar, Jynx was once feared and worshiped as the Queen of Ice.",
125,I,Electabuzz,electric,,Electric Pokémon,1.1,30,65,83,57,95,85,105,Static,,0,0,0,Elekid,Electabuzz,Electivire,,,Many power plants keep Ground-type Pokémon around as a defense against Electabuzz that come seeking electricity.,
126,I,Magmar,fire,,Spitfire Pokémon,1.3,44.5,65,95,57,100,85,93,Flame Body,,0,0,0,Magby,Magmar,Magmortar,,,Magmar dispatches its prey with fire. But it regrets this habit once it realizes that it has burned its intended prey to a charred crisp.,
127,I,Pinsir,bug,,Stagbeetle Pokémon,1.5,55,65,125,100,55,70,85,Hyper Cutter,Mold Breaker,0,0,0,Pinsir,,,,Mega Pinsir,"These Pokémon judge one another based on pincers. Thicker, more impressive pincers make for more popularity with the opposite gender.",
128,I,Tauros,normal,,Wild Bull Pokémon,1.4,88.4,75,100,95,40,70,110,Intimidate,Anger Point,0,0,0,Tauros,,,,,"When Tauros begins whipping itself with its tails, it’s a warning that the Pokémon is about to charge with astounding speed.",
129,I,Magikarp,water,,Fish Pokémon,0.9,10,20,10,55,15,20,80,Swift Swim,,0,0,0,Magikarp,Gyarados,,,,It is virtually worthless in terms of both power and speed. It is the most weak and pathetic Pokémon in the world.,
130,I,Gyarados,water,flying,Atrocious Pokémon,6.5,235,95,125,79,60,100,81,Intimidate,,0,0,0,Magikarp,Gyarados,,,Mega Gyarados,It has an extremely aggressive nature. The Hyper Beam it shoots from its mouth totally incinerates all targets.,
131,I,Lapras,water,ice,Transport Pokémon,2.5,220,130,85,80,85,95,60,Water Absorb,Shell Armor,0,0,0,Lapras,,,,,"A smart and kindhearted Pokémon, it glides across the surface of the sea while its beautiful song echoes around it.",
132,I,Ditto,normal,,Transform Pokémon,0.3,4,48,48,48,48,48,48,Limber,,0,0,0,Ditto,,,,,"It can reconstitute its entire cellular structure to change into what it sees, but it returns to normal when it relaxes.",
133,I,Eevee,normal,,Evolution Pokémon,0.3,6.5,55,55,50,45,65,55,Run Away,Adaptability,0,0,0,Eevee,,,,,It has the ability to alter the composition of its body to suit its surrounding environment.,
134,I,Vaporeon,water,,Bubble Jet Pokémon,1,29,130,65,60,110,95,65,Water Absorb,,0,0,0,Eevee,,,,,"When Vaporeon’s fins begin to vibrate, it is a sign that rain will come within a few hours.",
135,I,Jolteon,electric,,Lightning Pokémon,0.8,24.5,65,65,60,110,95,130,Volt Absorb,,0,0,0,Eevee,,,,,"If it is angered or startled, the fur all over its body bristles like sharp needles that pierce foes.",
136,I,Flareon,fire,,Flame Pokémon,0.9,25,65,130,60,95,110,65,Flash Fire,,0,0,0,Eevee,,,,,"Once it has stored up enough heat, this Pokémon’s body temperature can reach up to 1,700 degrees Fahrenheit.",
137,I,Porygon,normal,,Virtual Pokémon,0.8,36.5,65,60,70,85,75,40,Trace,Download,0,0,0,Porygon,Porygon2,Porygon-Z,,,State-of-the-art technology was used to create Porygon. It was the first artificial Pokémon to be created via computer programming.,
138,I,Omanyte,rock,water,Spiral Pokémon,0.4,7.5,35,40,100,90,55,35,Swift Swim,Shell Armor,0,0,0,Omanyte,Omastar,,,,"Because some Omanyte manage to escape after being restored or are released into the wild by people, this species is becoming a problem.",
139,I,Omastar,rock,water,Spiral Pokémon,1,35,70,60,125,115,70,55,Swift Swim,Shell Armor,0,0,0,Omanyte,Omastar,,,,"Weighed down by a large and heavy shell, Omastar couldn’t move very fast. Some say it went extinct because it was unable to catch food.",
140,I,Kabuto,rock,water,Shellfish Pokémon,0.5,11.5,30,80,90,55,45,55,Swift Swim,Battle Armor,0,0,0,Kabuto,Kabutops,,,,"This species is almost entirely extinct. Kabuto molt every three days, making their shells harder and harder.",
141,I,Kabutops,rock,water,Shellfish Pokémon,1.3,40.5,60,115,105,65,70,80,Swift Swim,Battle Armor,0,0,0,Kabuto,Kabutops,,,,Kabutops slices its prey apart and sucks out the fluids. The discarded body parts become food for other Pokémon.,
142,I,Aerodactyl,rock,flying,Fossil Pokémon,1.8,59,80,105,65,60,75,130,Rock Head,Pressure,0,0,0,Aerodactyl,,,,Mega Aerodactyl,This is a ferocious Pokémon from ancient times. Apparently even modern technology is incapable of producing a perfectly restored specimen.,
143,I,Snorlax,normal,,Sleeping Pokémon,2.1,460,160,110,65,65,110,30,Immunity,Thick Fat,0,0,0,Munchlax,Snorlax,,,,"It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep.",
144,I,Articuno,ice,flying,Freeze Pokémon,1.7,55.4,90,85,100,95,125,85,Pressure,Competitive (Galarian Form),1,0,0,Articuno,,,,,"It’s said that this Pokémon’s beautiful blue wings are made of ice. Articuno flies over snowy mountains, its long tail fluttering along behind it.",
145,I,Zapdos,electric,flying,Electric Pokémon,1.6,52.6,90,90,85,125,90,100,Pressure,Defiant (Galarian Form),1,0,0,Zapdos,,,,,This Pokémon has complete control over electricity. There are tales of Zapdos nesting in the dark depths of pitch-black thunderclouds.,
146,I,Moltres,fire,flying,Flame Pokémon,2,60,90,100,90,125,85,90,Pressure,Berserk (Galarian Form),1,0,0,Moltres,,,,,"It’s one of the legendary bird Pokémon. When Moltres flaps its flaming wings, they glimmer with a dazzling red glow.",
147,I,Dratini,dragon,,Dragon Pokémon,1.8,3.3,41,64,45,50,50,50,Shed Skin,,0,0,0,Dratini,Dragonair,Dragonite,,,"Dratini dwells near bodies of rapidly flowing water, such as the plunge pools of waterfalls. As it grows, Dratini will shed its skin many times.",
148,I,Dragonair,dragon,,Dragon Pokémon,4,16.5,61,84,65,70,70,70,Shed Skin,,0,0,0,Dratini,Dragonair,Dragonite,,,"This Pokémon lives in pristine oceans and lakes. It can control the weather, and it uses this power to fly into the sky, riding on the wind.",
149,I,Dragonite,dragon,flying,Dragon Pokémon,2.2,210,91,134,95,100,100,80,Inner Focus,,0,0,0,Dratini,Dragonair,Dragonite,,,"It’s a kindhearted Pokémon. If it spots a drowning person or Pokémon, Dragonite simply must help them.",
150,I,Mewtwo,psychic,,Genetic Pokémon,2,122,106,110,90,154,90,130,Pressure,,0,1,0,Mewtwo,,,,Mega Mewtwo X,"Its DNA is almost the same as Mew’s. However, its size and disposition are vastly different.",
151,I,Mew,psychic,,New Species Pokémon,0.4,4,100,100,100,100,100,100,Synchronize,,0,0,1,Mew,,,,,"When viewed through a microscope, this Pokémon’s short, fine, delicate hair can be seen.",
152,II,Chikorita,grass,,Leaf Pokémon,0.9,6.4,45,49,65,49,65,45,Overgrow,,0,0,0,Chikorita,Bayleef,Meganium,,,"In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around.",
153,II,Bayleef,grass,,Leaf Pokémon,1.2,15.8,60,62,80,63,80,60,Overgrow,,0,0,0,Chikorita,Bayleef,Meganium,,,Bayleef’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.,
154,II,Meganium,grass,,Herb Pokémon,1.8,100.5,80,82,100,83,100,80,Overgrow,,0,0,0,Chikorita,Bayleef,Meganium,,,"The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit.",
155,II,Cyndaquil,fire,,Fire Mouse Pokémon,0.5,7.9,39,52,43,60,50,65,Blaze,,0,0,0,Cyndaquil,Quilava,Typhlosion,,,"Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion.",
156,II,Quilava,fire,,Volcano Pokémon,0.9,19,58,64,58,80,65,80,Blaze,,0,0,0,Cyndaquil,Quilava,Typhlosion,,,Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.,
157,II,Typhlosion,fire,,Volcano Pokémon,1.7,79.5,78,84,78,109,85,100,Blaze,,0,0,0,Cyndaquil,Quilava,Typhlosion,,,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.,
158,II,Totodile,water,,Big Jaw Pokémon,0.6,9.5,50,65,64,44,48,43,Torrent,,0,0,0,Totodile,Croconaw,Feraligatr,,,"Despite the smallness of its body, Totodile’s jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury.",
159,II,Croconaw,water,,Big Jaw Pokémon,1.1,25,65,80,80,59,63,58,Torrent,,0,0,0,Totodile,Croconaw,Feraligatr,,,"Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in.",
160,II,Feraligatr,water,,Big Jaw Pokémon,2.3,88.8,85,105,100,79,83,78,Torrent,,0,0,0,Totodile,Croconaw,Feraligatr,,,"Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed.",
161,II,Sentret,normal,,Scout Pokémon,0.8,6,35,46,34,35,45,20,Run Away,Keen Eye,0,0,0,Sentret,Furret,,,,"When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear.",
162,II,Furret,normal,,Long Body Pokémon,1.8,32.5,85,76,64,45,55,90,Run Away,Keen Eye,0,0,0,Sentret,Furret,,,,"Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet.",
163,II,Hoothoot,normal,flying,Owl Pokémon,0.7,21.2,60,30,30,36,56,50,Insomnia,Keen Eye,0,0,0,Hoothoot,Noctowl,,,,"It always stands on one foot. It changes feet so fast, the movement can rarely be seen.",
164,II,Noctowl,normal,flying,Owl Pokémon,1.6,40.8,100,50,50,86,96,70,Insomnia,Keen Eye,0,0,0,Hoothoot,Noctowl,,,,Its eyes are specially developed to enable it to see clearly even in murky darkness and minimal light.,
165,II,Ledyba,bug,flying,Five Star Pokémon,1,10.8,40,20,30,40,80,55,Swarm,Early Bird,0,0,0,Ledyba,Ledian,,,,"This Pokémon is very sensitive to cold. In the warmth of Alola, it appears quite lively.",
166,II,Ledian,bug,flying,Five Star Pokémon,1.4,35.6,55,35,50,55,110,85,Swarm,Early Bird,0,0,0,Ledyba,Ledian,,,,"It’s said that the patterns on its back are related to the stars in the night sky, but the details of that relationship remain unclear.",
167,II,Spinarak,bug,poison,String Spit Pokémon,0.5,8.5,40,60,40,40,40,30,Swarm,Insomnia,0,0,0,Spinarak,Ariados,,,,"With threads from its mouth, it fashions sturdy webs that won’t break even if you set a rock on them.",
168,II,Ariados,bug,poison,Long Leg Pokémon,1.1,33.5,70,90,70,60,70,40,Swarm,Insomnia,0,0,0,Spinarak,Ariados,,,,"Every night, it wanders around in search of prey, whose movements it restrains by spewing threads before it bites into them with its fangs.",
169,II,Crobat,poison,flying,Bat Pokémon,1.8,75,85,90,80,70,80,130,Inner Focus,,0,0,0,Zubat,Golbat,Crobat,,,"Both of its legs have turned into wings. Without a sound, Crobat flies swiftly toward its prey and sinks its fangs into the nape of its target’s neck.",
170,II,Chinchou,water,electric,Angler Pokémon,0.5,12,75,38,38,56,56,67,Volt Absorb,Illuminate,0,0,0,Chinchou,Lanturn,,,,"Its antennae, which evolved from a fin, have both positive and negative charges flowing through them.",
171,II,Lanturn,water,electric,Light Pokémon,1.2,22.5,125,58,58,76,76,67,Volt Absorb,Illuminate,0,0,0,Chinchou,Lanturn,,,,The light it emits is so bright that it can illuminate the sea’s surface from a depth of over three miles.,
172,II,Pichu,electric,,Tiny Mouse Pokémon,0.3,2,20,40,15,35,35,60,Static,,0,0,0,Pichu,Pikachu,Raichu,,,"Despite its small size, it can zap even adult humans. However, if it does so, it also surprises itself.",
173,II,Cleffa,fairy,,Star Shape Pokémon,0.3,3,50,25,28,45,55,15,Cute Charm,Magic Guard,0,0,0,Cleffa,Clefairy,Clefable,,,"According to local rumors, Cleffa are often seen in places where shooting stars have fallen.",
174,II,Igglybuff,normal,fairy,Balloon Pokémon,0.3,1,90,30,15,40,20,15,Cute Charm,Competitive,0,0,0,Igglybuff,Jigglypuff,Wigglytuff,,,Igglybuff loves to sing. Its marshmallow-like body gives off a faint sweet smell.,
175,II,Togepi,fairy,,Spike Ball Pokémon,0.3,1.5,35,20,65,40,65,20,Hustle,Serene Grace,0,0,0,Togepi,Togetic,Togekiss,,,The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.,
176,II,Togetic,fairy,flying,Happiness Pokémon,0.6,3.2,55,40,85,80,105,40,Hustle,Serene Grace,0,0,0,Togepi,Togetic,Togekiss,,,"They say that it will appear before kindhearted, caring people and shower them with happiness.",
177,II,Natu,psychic,flying,Little Bird Pokémon,0.2,2,40,50,45,70,45,70,Synchronize,Early Bird,0,0,0,Natu,Xatu,,,,It is extremely good at climbing tree trunks and likes to eat the new sprouts on the trees.,
178,II,Xatu,psychic,flying,Mystic Pokémon,1.5,15,65,75,70,95,70,95,Synchronize,Early Bird,0,0,0,Natu,Xatu,,,,They say that it stays still and quiet because it is seeing both the past and future at the same time.,
179,II,Mareep,electric,,Wool Pokémon,0.6,7.8,55,40,40,65,45,35,Static,,0,0,0,Mareep,Flaaffy,Ampharos,,,"Clothing made from Mareep’s fleece is easily charged with static electricity, so a special process is used on it.",
180,II,Flaaffy,electric,,Wool Pokémon,0.8,13.3,70,55,55,80,60,45,Static,,0,0,0,Mareep,Flaaffy,Ampharos,,,"In the places on its body where fleece doesn’t grow, its skin is rubbery and doesn’t conduct electricity. Those spots are safe to touch.",
181,II,Ampharos,electric,,Light Pokémon,1.4,61.5,90,75,85,115,90,55,Static,,0,0,0,Mareep,Flaaffy,Ampharos,,Mega Ampharos,"The light from its tail can be seen from space. This is why you can always tell exactly where it is, which is why it usually keeps the light off.",
182,II,Bellossom,grass,,Flower Pokémon,0.4,5.8,75,80,95,90,100,50,Chlorophyll,,0,0,0,Oddish,Gloom,Bellossom,,,"Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound.",
183,II,Marill,water,fairy,Aquamouse Pokémon,0.4,8.5,70,20,50,20,50,40,Thick Fat,Huge Power,0,0,0,Azurill,Marill,Azumarill,,,This Pokémon uses its round tail as a float. The ball of Marill’s tail is filled with nutrients that have been turned into an oil.,
184,II,Azumarill,water,fairy,Aquarabbit Pokémon,0.8,28.5,100,50,80,60,80,50,Thick Fat,Huge Power,0,0,0,Azurill,Marill,Azumarill,,,"It spends most of its time in the water. On sunny days, Azumarill floats on the surface of the water and sunbathes.",
185,II,Sudowoodo,rock,,Imitation Pokémon,1.2,38,70,100,115,30,65,30,Sturdy,Rock Head,0,0,0,Bonsly,Sudowoodo,,,,"If a tree branch shakes when there is no wind, it’s a Sudowoodo, not a tree. It hides from the rain.",
186,II,Politoed,water,,Frog Pokémon,1.1,33.9,90,75,75,90,100,70,Water Absorb,Damp,0,0,0,Poliwag,Poliwhirl,Politoed,,,"At nightfall, these Pokémon appear on the shores of lakes. They announce their territorial claims by letting out cries that sound like shouting.",
187,II,Hoppip,grass,flying,Cottonweed Pokémon,0.4,0.5,35,35,40,35,55,50,Chlorophyll,Leaf Guard,0,0,0,Hoppip,Skiploom,Jumpluff,,,"This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.",
188,II,Skiploom,grass,flying,Cottonweed Pokémon,0.6,1,55,45,50,45,65,80,Chlorophyll,Leaf Guard,0,0,0,Hoppip,Skiploom,Jumpluff,,,"Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.",
189,II,Jumpluff,grass,flying,Cottonweed Pokémon,0.8,3,75,55,70,55,95,110,Chlorophyll,Leaf Guard,0,0,0,Hoppip,Skiploom,Jumpluff,,,Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.,
